City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Sibolga,ID,1.7427,98.7792,77.9,83,90,2.51,overcast clouds
345,Longyearbyen,SJ,78.2186,15.6401,35.44,75,75,2.3,broken clouds
346,Pueblo,US,38.2545,-104.6091,66.85,47,0,6.91,clear sky
347,Mahajanga,MG,-15.7167,46.3167,78.82,65,20,8.05,few clouds
348,Gat,IL,31.61,34.7642,78.4,100,0,11.56,clear sky
349,Isangel,VU,-19.55,169.2667,73.58,79,81,12.15,light rain
350,Kuito,AO,-12.3833,16.9333,86.34,11,7,5.3,clear sky
351,Candelaria,PH,13.9311,121.4233,78.39,92,58,2.17,broken clouds
352,Teeli,RU,51.0333,90.2333,42.53,51,96,1.97,overcast clouds
353,Wawa,NG,9.9022,4.4192,87.62,57,42,3.04,scattered clouds
354,Karasjok,NO,69.4719,25.5112,38.59,86,95,5.44,overcast clouds
355,Umm Lajj,SA,25.0213,37.2685,84.29,62,0,13.89,clear sky
356,Buala,SB,-8.145,159.5921,79.43,75,23,0.92,few clouds
357,Dusti,TJ,37.3481,68.664,65.73,18,0,3.91,clear sky
358,Vardo,NO,70.3705,31.1107,40.98,81,0,10.36,clear sky
359,Abu Dhabi,AE,24.4667,54.3667,89.62,66,0,8.05,clear sky
360,Fairbanks,US,64.8378,-147.7164,31.6,90,100,12.66,light snow
361,Grand-Lahou,CI,5.1367,-5.0242,82.44,70,43,7.85,scattered clouds
362,Romny,UA,50.751,33.4747,51.21,70,96,15.52,overcast clouds
363,Suchiate,MX,14.55,-92.2167,78.98,89,100,7.49,overcast clouds
364,Namatanai,PG,-3.6667,152.4333,77.18,67,87,6.62,overcast clouds
365,Wendo,ET,6.6,38.4167,60.93,89,66,3.18,moderate rain
366,Labrea,BR,-7.2586,-64.7981,99.07,34,100,2.33,overcast clouds
367,Qujing,CN,25.4833,103.7833,48.97,94,100,1.7,overcast clouds
368,Salta,AR,-24.7859,-65.4117,63.57,23,0,5.75,clear sky
369,Kampong Thum,KH,12.7111,104.8887,75.61,93,100,5.97,overcast clouds
370,Nanortalik,GL,60.1432,-45.2371,37.72,95,100,10.74,overcast clouds
371,Vestmanna,FO,62.1564,-7.1664,41.92,65,75,23.02,light rain
372,Rincon,US,32.296,-81.2354,75.9,81,75,3.44,broken clouds
373,Mar Del Plata,AR,-38.0023,-57.5575,55.94,69,0,14.0,clear sky
374,Yarada,IN,17.65,83.2667,80.92,94,40,2.3,thunderstorm
375,Ambon,ID,-3.6954,128.1814,77.14,94,40,3.44,light rain
376,Port Lincoln,AU,-34.7333,135.8667,65.01,40,100,16.4,overcast clouds
377,Nara,JP,34.6851,135.8049,62.49,46,100,8.63,overcast clouds
378,Biritiba-Mirim,BR,-23.5698,-46.0407,67.78,88,100,3.85,light rain
379,Dukat,RU,62.55,155.55,7.88,90,100,4.18,overcast clouds
380,Bara,NG,10.3744,10.7288,93.87,33,79,3.98,broken clouds
381,Rorvik,NO,64.8621,11.2373,51.91,76,75,5.75,broken clouds
382,Tilichiki,RU,60.4667,166.1,29.44,65,9,4.63,clear sky
383,Sanghar,PK,26.0466,68.9481,89.53,17,0,6.53,clear sky
384,Kinango,KE,-4.1372,39.3153,78.91,70,7,11.61,clear sky
385,Cockburn Town,TC,21.4612,-71.1419,82.99,75,11,18.54,few clouds
386,Coihaique,CL,-45.5752,-72.0662,52.41,50,40,6.91,scattered clouds
387,Tongliao,CN,43.6125,122.2653,29.01,76,0,6.73,clear sky
388,Eufaula,US,31.8913,-85.1455,69.33,47,0,0.0,clear sky
389,Tura,IN,25.5198,90.2201,72.0,95,30,3.62,scattered clouds
390,Springdale,US,36.1867,-94.1288,71.55,66,0,6.91,clear sky
391,Waitati,NZ,-45.75,170.5667,48.02,74,37,4.36,scattered clouds
392,Havoysund,NO,70.9963,24.6622,44.83,81,99,9.73,light rain
393,Buin,CL,-33.7333,-70.75,72.43,38,0,5.82,clear sky
394,Challapata,BO,-18.9,-66.7667,55.09,12,0,15.7,clear sky
395,Tual,ID,-5.6667,132.75,83.16,77,99,15.01,overcast clouds
396,Blagoyevo,RU,63.3667,47.9167,42.58,77,6,10.36,clear sky
397,Pedernales,DO,18.0384,-71.744,86.25,59,3,4.29,clear sky
398,Tabory,RU,58.5198,64.5495,53.28,68,93,11.65,overcast clouds
399,Kharabali,RU,47.4196,47.2568,60.75,64,100,8.9,overcast clouds
400,South Lake Tahoe,US,38.9332,-119.9844,56.26,56,33,4.59,scattered clouds
401,Usinsk,RU,65.9939,57.5281,40.89,82,100,20.4,light rain
402,Voi,KE,-3.3945,38.563,79.77,36,5,17.34,clear sky
403,Meulaboh,ID,4.1363,96.1285,77.95,84,100,1.36,overcast clouds
404,Assiniboia,CA,49.6334,-105.9845,55.22,44,96,9.22,overcast clouds
405,Kupang,ID,-10.1667,123.5833,81.48,77,58,9.35,broken clouds
406,Burns Lake,CA,54.2331,-125.7533,51.22,62,66,12.88,broken clouds
407,Hauge,NO,58.3436,6.2812,53.69,75,69,18.25,light rain
408,Santiago Del Estero,AR,-27.7951,-64.2615,69.71,21,0,8.66,clear sky
409,Qasigiannguit,GL,68.8193,-51.1922,26.85,70,100,2.93,overcast clouds
410,Sola,VU,-13.8833,167.55,78.67,75,15,3.0,few clouds
411,Jaque,PA,7.5175,-78.1703,80.33,81,97,3.76,light rain
412,Libreville,GA,0.3925,9.4537,81.45,74,77,9.75,broken clouds
413,Corrientes,AR,-27.4806,-58.8341,64.02,49,0,12.66,clear sky
414,Samana,DO,19.2056,-69.3369,86.22,84,40,4.61,scattered clouds
415,Nautla,MX,20.2167,-96.7833,74.82,81,96,11.25,overcast clouds
416,Mmabatho,ZA,-25.85,25.6333,89.56,12,0,8.05,clear sky
417,Carupano,VE,10.6678,-63.2585,85.26,68,67,11.23,broken clouds
418,Mizan Teferi,ET,6.9833,35.5833,64.13,94,72,0.83,light rain
419,Saint Simons,US,31.1352,-81.3901,75.02,93,100,8.05,overcast clouds
420,Shimoda,JP,34.6667,138.95,68.11,83,100,17.2,overcast clouds
421,Bethel,US,41.3712,-73.414,63.48,60,20,7.0,few clouds
422,Amapa,BR,1.0,-52.0,93.81,41,28,5.99,scattered clouds
423,Rudsar,IR,37.1376,50.288,75.18,81,22,6.64,few clouds
424,Jejuri,IN,18.2833,74.1667,76.95,74,99,5.35,overcast clouds
425,Itoman,JP,26.1247,127.6694,75.22,64,75,24.16,broken clouds
426,Jega,NG,12.2175,4.3792,95.88,32,11,4.81,few clouds
427,Bohunovice,CZ,49.663,17.2869,63.9,75,83,11.36,broken clouds
428,Hatton,LK,6.8916,80.5955,62.22,94,77,0.58,broken clouds
429,Rameswaram,IN,9.2833,79.3,81.63,80,43,16.44,scattered clouds
430,Rio Cuarto,AR,-33.1307,-64.3499,70.34,13,0,25.32,clear sky
431,Cap-Aux-Meules,CA,47.3821,-61.8597,48.25,61,40,18.41,scattered clouds
432,Ilulissat,GL,69.2167,-51.1,26.62,59,75,4.61,broken clouds
433,Esperance,AU,-33.8667,121.9,56.66,65,28,23.55,light rain
434,San Andres,CO,12.5847,-81.7006,82.42,89,75,12.66,broken clouds
435,Nizhniy Kuranakh,RU,58.8353,125.4869,31.69,97,100,7.47,light snow
436,Half Moon Bay,US,37.4636,-122.4286,60.71,94,100,4.61,mist
437,Tanete,ID,-3.9443,119.7848,74.3,93,100,2.33,light rain
438,Gambela,ET,8.25,34.5833,77.43,79,24,2.46,light rain
439,Semme,FR,46.1963,1.5007,68.41,68,100,3.47,overcast clouds
440,Tessalit,ML,20.1986,1.0114,100.65,10,50,10.2,scattered clouds
441,Grand Gaube,MU,-20.0064,57.6608,72.37,69,6,5.99,clear sky
442,Chiredzi,ZW,-21.05,31.6667,94.44,16,0,11.88,clear sky
443,Jalu,LY,29.0331,21.5482,82.99,25,0,7.43,clear sky
444,Nawabganj,BD,24.5911,88.271,82.76,72,50,8.86,scattered clouds
445,Gueret,FR,46.1667,1.8667,63.59,69,100,2.59,overcast clouds
446,Katobu,ID,-4.9408,122.5276,75.4,92,96,0.83,overcast clouds
447,Lardos,GR,36.0942,28.0157,75.02,60,0,7.45,clear sky
448,Pangody,RU,65.85,74.4859,41.5,93,100,14.58,overcast clouds
449,Iralaya,HN,15.0,-83.2333,81.9,83,100,10.27,overcast clouds
450,Hamilton,US,39.1834,-84.5333,63.72,52,0,8.05,clear sky
451,Polunochnoye,RU,60.8697,60.4153,41.86,82,55,6.13,broken clouds
452,Hailar,CN,49.2,119.7,34.02,37,19,8.14,few clouds
453,Yumen,CN,40.2833,97.2,49.01,15,0,4.43,clear sky
454,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,71,30,10.18,scattered clouds
455,Mandera,KE,3.9366,41.867,92.44,29,89,11.61,overcast clouds
456,Mildura,AU,-34.2,142.15,56.07,55,100,12.5,overcast clouds
457,Conchas,BR,-23.0153,-48.0106,78.73,68,100,8.37,light rain
458,Khani,GE,41.9563,42.9566,53.17,96,100,0.45,overcast clouds
459,Waddan,LY,29.1614,16.139,85.32,21,0,2.82,clear sky
460,Necochea,AR,-38.5473,-58.7368,61.72,37,0,6.67,clear sky
461,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,80,40,8.95,scattered clouds
462,San Joaquin,US,37.9333,-121.3011,62.11,80,0,5.75,clear sky
463,Noumea,NC,-22.2763,166.4572,69.78,80,100,10.69,overcast clouds
464,Byron Bay,AU,-28.65,153.6167,58.95,71,78,11.88,broken clouds
465,Maryville,US,35.7565,-83.9705,62.08,62,0,5.75,clear sky
466,Saint-Georges,GD,12.0564,-61.7485,85.68,74,40,20.71,scattered clouds
467,Oktyabrskiy,RU,54.4815,53.471,52.25,57,100,4.03,overcast clouds
468,Komsomolskiy,UZ,40.4272,71.7189,59.72,44,0,6.91,clear sky
469,Imbituba,BR,-28.24,-48.6703,59.86,96,100,4.63,moderate rain
470,Fukue,JP,32.6881,128.8419,64.13,59,98,23.22,overcast clouds
471,Saint-Denis,FR,48.9167,2.3333,68.34,72,100,9.22,overcast clouds
472,Erdenet,MN,49.0333,104.0833,34.66,67,100,2.95,overcast clouds
473,Namangan,UZ,40.9983,71.6726,59.45,47,0,6.91,clear sky
474,Chernyshevskiy,RU,63.0128,112.4714,29.66,99,100,1.5,overcast clouds
475,Broome,US,42.2506,-75.833,56.66,69,100,9.22,overcast clouds
476,Morant Bay,JM,17.8815,-76.4093,90.72,72,62,11.21,broken clouds
477,Sabang,ID,5.8933,95.3214,81.95,76,99,12.68,overcast clouds
478,Surt,LY,31.2089,16.5887,79.14,51,0,13.98,clear sky
479,Damietta,EG,31.4165,31.8133,74.5,64,0,9.69,clear sky
480,Fuerte Olimpo,PY,-21.0415,-57.8738,73.38,48,51,5.03,broken clouds
481,Somerset East,ZA,-32.7217,25.588,82.58,35,100,11.99,overcast clouds
482,Sobradinho,BR,-12.8333,-39.1,89.35,38,36,11.25,scattered clouds
483,Nago,JP,26.5881,127.9761,73.83,63,100,17.56,overcast clouds
484,Zhigansk,RU,66.7697,123.3711,13.39,95,60,5.01,broken clouds
485,Hami,CN,42.8,93.45,58.26,19,0,6.13,clear sky
486,Nkoteng,CM,4.5167,12.0333,76.69,71,100,2.86,overcast clouds
487,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,97.75,37,54,0.96,broken clouds
488,Dingle,PH,10.9995,122.6711,76.42,89,76,1.61,broken clouds
489,Maungaturoto,NZ,-36.1,174.3667,54.61,80,100,3.27,overcast clouds
490,Mahenge,TZ,-8.6833,36.7167,74.75,41,78,7.74,broken clouds
491,Sulangan,PH,11.1373,123.7228,83.66,75,43,12.62,scattered clouds
492,Pokhara,NP,28.2333,83.9833,68.99,70,100,4.23,overcast clouds
493,Rio Gallegos,AR,-51.6226,-69.2181,62.65,25,75,20.71,broken clouds
494,Tocopilla,CL,-22.092,-70.1979,65.86,61,7,7.67,clear sky
495,Portland,US,45.5234,-122.6762,62.64,87,20,0.0,mist
496,Bonthe,SL,7.5264,-12.505,82.06,67,100,0.78,overcast clouds
497,Damara,CF,4.9608,18.7035,74.8,94,100,4.0,moderate rain
498,Richards Bay,ZA,-28.783,32.0377,73.63,78,50,8.34,scattered clouds
499,Mashhad,IR,36.297,59.6062,68.14,32,0,6.91,clear sky
500,Mana,GF,5.6592,-53.7767,87.13,64,34,11.03,scattered clouds
501,Flin Flon,CA,54.7682,-101.865,49.84,71,20,11.5,few clouds
502,Melilla,ES,35.2937,-2.9383,79.0,73,20,11.5,few clouds
503,Kuytun,RU,54.3419,101.5036,42.08,90,100,5.77,overcast clouds
504,Wichita,US,37.6922,-97.3375,67.32,75,75,6.91,broken clouds
505,Beringovskiy,RU,63.05,179.3167,31.87,62,25,7.81,scattered clouds
506,Eldorado,BR,-23.7869,-54.2836,72.43,83,100,6.11,overcast clouds
507,Lagos,NG,6.5833,3.75,82.96,73,93,4.72,overcast clouds
508,Port Augusta,AU,-32.5,137.7667,63.25,30,100,5.86,overcast clouds
509,Mayskiy,RU,47.6931,40.1025,56.61,87,97,5.03,overcast clouds
510,Guasdualito,VE,7.2424,-70.7324,85.96,79,75,6.91,broken clouds
511,Llangefni,GB,53.2556,-4.3106,57.72,60,20,13.8,few clouds
512,Seymchan,RU,62.8833,152.4333,4.14,96,90,0.78,overcast clouds
513,Mount Isa,AU,-20.7333,139.5,60.57,44,7,3.44,clear sky
514,Bow Island,CA,49.8668,-111.3684,54.63,58,5,6.91,clear sky
515,Pathein,MM,16.7833,94.7333,76.57,89,100,3.76,overcast clouds
516,Lamu,KE,-2.2717,40.902,77.22,80,20,13.15,light rain
517,Laguna,US,38.421,-121.4238,71.17,87,0,1.99,clear sky
518,Arkhara,RU,49.4212,130.0842,32.54,62,1,9.28,clear sky
519,Turukhansk,RU,65.8167,87.9833,39.83,92,100,14.16,overcast clouds
520,Bulolo,PG,-7.2,146.65,70.32,98,100,0.74,overcast clouds
521,Sesheke,ZM,-17.4759,24.2968,94.6,5,0,14.05,clear sky
522,Shingu,JP,33.7333,135.9833,61.83,75,97,9.78,overcast clouds
523,Rodrigues Alves,BR,-7.738,-72.6509,89.8,40,29,2.89,scattered clouds
524,Banda Aceh,ID,5.5577,95.3222,79.77,82,100,9.26,overcast clouds
525,Saint-Augustin,CA,51.226,-58.6502,43.86,51,20,14.05,few clouds
526,Roma,US,43.2128,-75.4557,56.68,94,100,0.0,overcast clouds
527,Oranjestad,AW,12.524,-70.027,87.91,75,40,21.85,scattered clouds
528,Khandbari,NP,27.3747,87.2039,67.91,89,55,2.64,broken clouds
529,Jadu,LY,31.953,12.0261,86.23,16,20,9.93,few clouds
530,Kyaikkami,MM,16.08,97.5675,80.85,79,39,8.57,scattered clouds
531,Xuddur,SO,4.1213,43.8894,85.68,39,92,11.95,overcast clouds
532,Husavik,IS,66.0449,-17.3389,31.64,80,98,15.82,overcast clouds
533,Arman,RU,59.7,150.1667,25.2,87,26,4.41,scattered clouds
534,Dumai,ID,1.6833,101.45,74.62,92,85,1.79,overcast clouds
535,Balkhash,KZ,46.844,74.9804,47.98,55,5,6.29,clear sky
536,Constantine,DZ,36.365,6.6147,81.81,39,40,6.91,scattered clouds
537,Atar,MR,20.5169,-13.0499,100.76,18,66,10.22,broken clouds
538,Almeirim,BR,-1.5233,-52.5817,93.83,45,32,7.2,scattered clouds
539,The Valley,AI,18.217,-63.0578,87.82,79,40,16.11,scattered clouds
540,Kovdor,RU,67.5662,30.4758,43.57,84,100,10.4,overcast clouds
541,Anito,PH,12.4497,125.2886,78.35,89,99,6.17,overcast clouds
542,Meleuz,RU,52.9667,55.9167,51.55,53,49,4.83,scattered clouds
543,Barkhan,PK,29.8977,69.5256,75.49,16,0,3.44,clear sky
544,Kurtalan,TR,37.9272,41.7028,72.07,29,0,3.18,clear sky
545,Blackwater,AU,-23.5833,148.8833,66.52,85,92,11.1,overcast clouds
546,Biharamulo,TZ,-2.6319,31.3089,76.39,47,56,5.77,broken clouds
547,Mecca,SA,21.4267,39.8261,89.78,42,4,8.23,clear sky
548,Port Hawkesbury,CA,45.6169,-61.3485,52.79,63,0,13.8,clear sky
549,Poum,NC,-20.2333,164.0167,76.28,74,100,22.17,overcast clouds
550,Korostyshiv,UA,50.3172,29.0563,49.32,66,3,5.95,clear sky
551,Gitarama,RW,-2.0744,29.7567,65.97,68,98,2.01,overcast clouds
552,Fredericton,CA,45.9454,-66.6656,49.84,59,0,8.05,clear sky
553,Wajir,KE,1.7471,40.0573,91.36,31,20,5.75,few clouds
554,La Ronge,CA,55.1001,-105.2842,53.85,54,20,9.22,few clouds
555,Grindavik,IS,63.8424,-22.4338,39.67,60,0,6.91,clear sky
556,Panlaitan,PH,12.1191,119.8486,82.44,76,100,8.12,overcast clouds
557,Iquique,CL,-20.2208,-70.1431,62.64,62,2,8.34,clear sky
558,Tateyama,JP,34.9833,139.8667,74.37,80,99,26.33,overcast clouds
559,Sabzevar,IR,36.2126,57.6819,71.94,16,0,5.93,clear sky
560,Hatillo,PR,18.4863,-66.8254,88.38,76,2,10.0,clear sky
561,Peleduy,RU,59.6289,112.7406,34.92,100,100,2.86,overcast clouds
562,Takefu,JP,35.9039,136.1669,60.3,79,100,8.95,overcast clouds
563,Flinders,AU,-34.5833,150.8552,57.18,84,85,5.99,overcast clouds
564,Caravelas,BR,-17.7125,-39.2481,86.04,51,4,11.1,clear sky
565,Mayahi,NE,13.9553,7.6712,98.06,13,8,8.97,clear sky
566,Tyukhtet,RU,56.5389,89.3011,43.45,85,100,11.03,overcast clouds
567,Praya,CV,14.9215,-23.5087,86.54,58,75,19.57,broken clouds
568,Svetlogorsk,BY,52.6333,29.7333,47.68,71,0,5.64,clear sky
569,Kyra,RU,49.5776,111.9753,35.29,44,61,3.62,broken clouds
570,Zhigalovo,RU,54.8097,105.1578,29.62,95,100,1.9,overcast clouds
571,Yerbogachen,RU,61.2767,108.0108,32.11,94,94,3.78,overcast clouds
572,Oriximina,BR,-1.7656,-55.8661,93.69,45,80,3.0,broken clouds
573,Tottori,JP,35.5,134.2333,54.99,80,56,9.33,broken clouds
574,Beisfjord,NO,68.3751,17.5988,50.05,86,100,7.7,overcast clouds
575,Ahipara,NZ,-35.1667,173.1667,54.41,90,99,5.1,overcast clouds
576,Mlowo,TZ,-9.0,32.9833,77.7,26,89,7.54,overcast clouds
577,Chumikan,RU,54.7183,135.315,32.54,66,12,5.79,few clouds
578,Elizabeth City,US,36.2946,-76.2511,69.04,55,0,5.75,clear sky
579,Dickinson,US,29.4608,-95.0513,80.17,69,0,9.22,clear sky
580,Berlevag,NO,70.8578,29.0864,41.0,81,0,5.75,clear sky
581,Acara,BR,-1.9608,-48.1967,95.59,37,23,6.22,few clouds
582,Inyonga,TZ,-6.7167,32.0667,83.75,27,97,6.64,overcast clouds
583,Xinqing,CN,48.2333,129.5,29.57,66,46,4.36,scattered clouds
584,Severobaykalsk,RU,55.65,109.3167,37.78,70,100,3.87,overcast clouds
585,Dalnerechensk,RU,45.9339,133.7225,46.51,93,100,17.38,overcast clouds
586,Caxito,AO,-8.5785,13.6643,86.86,53,11,13.4,few clouds
587,Kachiry,KZ,53.0675,76.1036,48.67,61,72,9.33,broken clouds
588,Garden City,US,42.3256,-83.331,60.87,67,40,5.75,scattered clouds
589,Camiri,BO,-20.05,-63.5167,69.58,21,75,0.0,broken clouds
590,Gavrilovka Vtoraya,RU,52.877,42.7663,49.01,92,100,12.33,light rain
591,Cedar Rapids,US,42.0083,-91.6441,61.12,60,0,6.91,clear sky
592,Bereda,ES,43.2686,-7.5406,69.15,78,99,1.66,overcast clouds
593,Siteki,SZ,-26.45,31.95,75.02,54,18,10.02,few clouds
594,Minas,UY,-34.3759,-55.2377,60.6,42,5,7.58,clear sky
595,Rock Springs,US,41.5875,-109.2029,47.64,46,0,0.0,clear sky
596,Algiers,DZ,36.7525,3.042,80.42,47,20,8.05,light rain
597,Kewanee,US,41.2456,-89.9248,62.58,42,12,2.28,few clouds
598,Sauteurs,GD,12.2167,-61.6333,84.9,85,100,17.29,overcast clouds
599,Yulara,AU,-25.2406,130.9889,73.04,19,51,8.39,broken clouds
600,Makakilo City,US,21.3469,-158.0858,74.61,79,100,3.44,overcast clouds
601,Villavicencio,CO,4.142,-73.6266,82.74,63,77,4.38,broken clouds
602,Lasa,IT,46.6166,10.7002,63.48,83,100,1.9,overcast clouds
603,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,84.0,79,75,5.75,broken clouds
604,Hovd,MN,48.0056,91.6419,45.55,49,100,5.77,overcast clouds
605,Manado,ID,1.487,124.8455,75.97,100,40,1.14,scattered clouds
606,Korla,CN,41.7597,86.1469,59.86,28,54,1.54,broken clouds
607,Shymkent,KZ,42.3,69.6,61.39,20,0,15.66,clear sky
608,Havelock,US,34.8791,-76.9013,70.99,67,70,1.01,broken clouds
609,Kommunar,RU,59.6206,30.39,48.43,79,87,6.73,overcast clouds
610,Jawhar,SO,2.7809,45.5005,79.68,62,17,18.45,few clouds
611,Nazare Da Mata,BR,-7.7417,-35.2278,87.03,51,78,14.16,broken clouds
612,Deputatskiy,RU,69.3,139.9,1.69,97,74,6.58,broken clouds
613,Mitsamiouli,KM,-11.3847,43.2844,75.49,83,75,5.75,light rain
614,Ust-Karsk,RU,52.7011,118.8077,33.21,67,8,1.45,clear sky
615,Okhotsk,RU,59.3833,143.3,30.36,55,61,3.53,broken clouds
616,Ginda,IN,30.6945,78.4932,59.58,92,75,3.18,broken clouds
617,Parczew,PL,51.6402,22.9006,56.01,56,11,10.58,few clouds
618,Tarakan,ID,3.3,117.6333,81.9,78,75,8.05,broken clouds
619,Tokat,TR,40.4167,36.5833,48.65,76,74,5.3,broken clouds
620,Prince Rupert,CA,54.3161,-130.3201,51.49,84,75,10.36,broken clouds
621,Honiara,SB,-9.4333,159.95,77.36,83,14,2.28,few clouds
622,Andrews,US,32.3187,-102.5457,60.08,98,100,3.44,light intensity drizzle
623,Grong,NO,64.4654,12.3149,49.28,80,100,3.4,overcast clouds
624,Dunmanway,IE,51.7167,-9.1167,58.12,58,71,8.75,broken clouds
625,Bang Yai,TH,13.8434,100.3625,80.58,90,100,2.55,overcast clouds
626,Tautira,PF,-17.7333,-149.15,75.9,80,78,17.0,light rain
627,La Encarnacion,HN,14.6667,-89.0833,67.26,99,100,3.69,overcast clouds
628,Marevo,RU,57.3146,32.0804,44.91,83,11,4.34,few clouds
629,Kalmar,SE,56.6616,16.3616,55.33,75,20,19.57,few clouds
630,Mabiton,PH,12.8334,123.2612,81.84,81,63,15.39,broken clouds
631,Nishihara,JP,26.1842,127.7558,74.48,67,75,24.16,broken clouds
632,Languyan,PH,5.2618,120.0807,81.45,81,84,11.45,broken clouds
633,Alta Floresta,BR,-9.8756,-56.0861,91.22,55,0,4.61,clear sky
634,Igarka,RU,67.4667,86.5833,39.15,97,100,11.88,light rain
635,Anloga,GH,5.7947,0.8973,80.67,75,57,10.09,moderate rain
636,Ugoofaaru,MV,5.6667,73.0,81.09,81,94,20.31,overcast clouds
637,Ishigaki,JP,24.3448,124.1572,75.33,69,100,24.16,overcast clouds
638,Oistins,BB,13.0667,-59.5333,82.49,78,75,14.97,broken clouds
639,Edson,CA,53.5835,-116.4356,46.54,65,75,5.75,broken clouds
640,Ossora,RU,59.2353,163.0719,32.99,67,63,8.19,broken clouds
641,Abha,SA,18.2164,42.5053,71.42,15,20,12.66,few clouds
642,La Tuque,CA,47.4334,-72.7824,39.45,75,46,3.44,scattered clouds
643,Okha,RU,53.5739,142.9478,42.73,93,41,8.57,scattered clouds
644,Rawson,AR,-43.3002,-65.1023,68.04,23,6,12.86,clear sky
645,La Rioja,ES,42.25,-2.5,65.98,64,100,3.98,overcast clouds
646,Morro Bay,US,35.3658,-120.8499,59.2,96,32,3.51,scattered clouds
647,Qafqafa,JO,32.3483,35.9395,72.75,34,3,8.21,clear sky
648,Jaru,BR,-10.4389,-62.4664,99.68,34,55,0.76,light rain
649,Kodinar,IN,20.7903,70.7031,81.52,83,42,7.61,scattered clouds
650,Visnes,NO,59.3556,5.2242,52.83,71,75,19.57,broken clouds
651,Zhangye,CN,38.9342,100.4517,49.84,16,0,3.0,clear sky
652,Champerico,GT,14.3,-91.9167,77.54,91,100,8.16,overcast clouds
653,Marawi,PH,7.9986,124.2928,68.85,96,71,1.79,light rain
654,Garowe,SO,8.4054,48.4845,84.27,47,92,15.59,overcast clouds
655,Annau,TM,37.8876,58.516,69.3,24,0,6.91,clear sky
656,Jumla,NP,29.2747,82.1838,54.84,86,73,1.83,broken clouds
657,Alexandria,EG,31.2156,29.9553,74.91,60,0,10.16,clear sky
658,San Ramon,US,37.7799,-121.978,59.58,93,100,4.61,mist
659,Goure,NE,13.9835,10.2704,97.52,13,94,13.47,overcast clouds
660,Cayenne,GF,4.9333,-52.3333,89.64,62,40,14.97,scattered clouds
661,Road Town,VG,18.4167,-64.6167,87.89,79,75,8.05,broken clouds
662,Alugan,PH,12.2188,125.4808,78.22,88,100,6.71,overcast clouds
663,Zemio,CF,5.0314,25.1361,74.05,89,71,3.65,moderate rain
664,Rio Grande,BR,-32.035,-52.0986,64.51,57,6,10.13,clear sky
665,Pakxe,LA,15.1167,105.7833,73.62,87,99,5.35,overcast clouds
666,Walvis Bay,NA,-22.9575,14.5053,68.95,68,0,11.5,clear sky
667,Trincomalee,LK,8.5711,81.2335,80.47,80,39,6.22,scattered clouds
668,Bubaque,GW,11.2833,-15.8333,81.81,74,90,5.68,overcast clouds
669,Tezu,IN,27.9167,96.1667,71.1,97,100,4.0,overcast clouds
670,Margate,GB,51.3813,1.3862,61.7,58,7,5.99,clear sky
671,Fernley,US,39.608,-119.2518,64.85,36,61,4.56,broken clouds
672,Berck,FR,50.4,1.6,58.26,72,0,9.22,clear sky
673,Vila Velha,BR,-20.3297,-40.2925,87.75,62,40,14.97,scattered clouds
674,Navalgund,IN,15.5667,75.3667,70.7,78,100,3.0,light rain
675,Skelleftea,SE,64.7507,20.9528,53.01,87,40,12.66,scattered clouds
676,Catio,GW,11.2833,-15.25,84.97,69,88,6.91,moderate rain
677,Helong,CN,42.5397,128.9972,38.14,99,100,9.57,light rain
678,Springbok,ZA,-29.6643,17.8865,83.73,18,100,9.66,overcast clouds
679,Marystown,CA,47.1666,-55.1483,52.11,55,54,19.48,broken clouds
680,Mokolo,CM,10.7398,13.8019,85.91,39,95,7.07,overcast clouds
681,Digby,CA,44.6169,-65.7655,52.75,53,34,8.75,scattered clouds
682,Vysokogornyy,RU,50.1167,139.15,36.79,95,100,4.99,overcast clouds
683,Kudahuvadhoo,MV,2.6708,72.8944,81.46,79,23,18.72,few clouds
684,Skjervoy,NO,70.0311,20.9714,42.8,79,100,10.11,overcast clouds
685,Talcahuano,CL,-36.7167,-73.1167,56.88,58,0,46.04,clear sky
686,Hofn,IS,64.2539,-15.2082,37.42,52,0,31.07,clear sky
687,Xuanwu,CN,32.069,118.8138,46.35,39,100,2.68,overcast clouds
688,Mehamn,NO,71.0357,27.8492,40.95,87,100,3.44,light rain
689,Niksar,TR,40.5917,36.9517,61.07,76,62,4.03,broken clouds
690,Santa Cruz Del Sur,CU,20.7147,-77.9956,83.95,72,43,12.44,scattered clouds
691,Bolshoye Nagatkino,RU,54.5196,47.9679,51.62,68,100,6.29,overcast clouds
692,Baykit,RU,61.67,96.37,38.84,99,100,2.44,light rain
693,Lufilufi,WS,-13.8745,-171.5986,73.18,72,13,13.98,light rain
694,Ust-Kulom,RU,61.6864,53.6902,40.8,78,40,7.96,scattered clouds
695,Phan Thiet,VN,10.9333,108.1,77.86,88,100,4.61,overcast clouds
696,Aljezur,PT,37.3191,-8.8033,66.56,89,100,5.64,overcast clouds
